Year,Number of votes,Title,Screenwriter,Gender,Description,Agency,Agents,Management,Managers,Producer,Financier
2012,7,THE HOOVERVILLE DEAD,Brantley Aufill,M,"Set in St. Louis in the 1920s, washed up baseball player Will Cosgrove is a private eye with his older brother Ross. When Ross goes missing, Will stumbles upon a deep secret that the disease taking over the town is not quite what it seems and a mob boss turned Governor will do anything to keep the town’s secret from being revealed.",Paradigm,"Trevor Astbury, Valarie Phillips",Industry Entertainment,Jess Rosenthal,,
2012,7,THE KILLING SPREE,"Derek Elliott, Jack Donaldson",M,"Heartbroken after being dumped by his longtime girlfriend, a guy’s best friends devise the perfect plan for his recovery and teach him how to sleep with as many women as humanly possible.",Verve,"Zach Carlisle, Rob Herting",Kaplan/Perrone,"Josh Goldenberg, Aaron Kaplan",,
2012,7,MIDNIGHT AT NOON,Nathaniel Halpern,M,"On the run after robbing a bank during the great depression, two brothers find themselves trapped in the harsh region known as the Dust Bowl where a ruthless killer hunts them down.",CAA,"JP Evans, Jacqueline Sacerio",,,Gunn Films,
2012,7,THE OUTSKIRTS,"Dominique Ferrari, Suzanne Wrubel",B,"After falling victim to a humiliating prank by the high school Queen Bee, best friends and world-class geeks, Mindy and Jodi, decide to get their revenge by uniting the outcasts of the school against her and her circle of friends.",,,Circle of Confusion,"Zach Cox, Britton Rizzio",,
2012,7,"STOCKHOLM, PENNSYLVANIA",Nikole Beckwith,F,"A young woman, kidnapped when she was a kid, returns home to the family she barely remembers and struggles to feel ‘at home.’",ICM,"Val Day, Laura Haas, Bruce Kaufman",Manage-ment,Dan Halsted,,
2012,7,TRANSCENDENCE,Jack Paglen,M,"An epic love story set in a time where a dying scientist is able to upload his consciousness into the internet and, facing its global implications, must fight against the forces who are actively working against the existence of a singularity.",ICM,Harley Copen,,,"Alcon Entertainment, Syncopy Films, Straight Up Films, Annie Marter",Warner Brothers
2012,6,ALMANAC,"Jason Pagan, Andrew Stark",M,"A group of high school kids discover how to time travel, but fail to recognize the potential consequences.",WME,Mike Esola,Underground,Trevor Engelson,Platinum Dunes,Paramount
2012,6,COME AND FIND ME,Zack Whedon,M,"When his girlfriend goes missing, David must track down her whereabouts after he realizes she’s not who she was pretending to be.",WME,Simon Faber,The Dan Jinks Company,,,
2012,6,DON’T MAKE ME GO,Vera Herbert,F,"When a single father to a teenage daughter learns that he has a fatal brain tumor, he takes her on a road trip to find the mother who abandoned her years before and to try to teach her everything she might need over the rest of her life.",Gersh,"Sandra Lucchesi, Margaret Mendelson",,,,
2012,6,THE EEL,Roberto Bentivegna,M,"An escaped convict is ensnared in a plot by a corrupt Sheriff to kidnap the young heiress to an oil fortune, complicating his quest for freedom.",CAA,Craig Brody,Madhouse Entertainment,"Chris Cook, Adam Kolbrenner",Aversano Films,
2012,6,FUCK MARRY KILL,"Neel Shah, Alex Blagg",M,"Three best friends return for their high school reunion intent on righting all the wrongs done to them in high school … by either fucking, marrying, or killing their tormentors.",UTA,Carolyn Sivitz,3 Arts Entertainment (Shah),Jonathan Berry (Shah),,
2012,6,HOLD ON TO ME,Brad Ingelsby,M,"Based on an article written by Hillel Levin and Jim Keene, a ruthless and moneyhungry woman uses a hapless man as a pawn in her criminal schemes.",WME,Mike Esola,Energy Entertainment,Brooklyn Weaver,,Indian Paintbrush
2012,6,KING OF HEISTS,Will Staples,M,"Based on the book King of Heists: The Sensational Bank Robbery of 1878 That Shocked America, written by J. North Conway. An unassuming man in the elite New York society assembles a crew that pulls off the largest bank heist in American history in 1878.",WME,Philip d’Amecourt,Management 360,Brooklyn Weaver,The Combine,Black Bear Pictures
2012,6,THE LIGHTHOUSE,Eric Kirsten,M,William Van Alen’s building of the Chrysler building and the competition to be the first to complete the world’s tallest building.,Benderspink,"Chris Bender, JC Spink",,,,
2012,6,MONSOON,Matt Ackley,M,A dangerous love affair between a photojournalist and a black market smuggler set against the June 2001 massacre of the Royal Family in Nepal.,Gersh,"Sandra Lucchesi, Frank Wuliger",Chad Snopek Management,Chad Snopek,"Act 4 Entertainment, K/O Paper Products",
2012,6,THE PAPER MAN,Sean O’Keefe,M,"The true story of Matthias Sindelar, the Austrian footballer voted as the Sportsman of the Century and killed by Hitler’s Nazi party.",WME,"Daniel Cohan, Jeff Gorin",Brian Lutz Management,Brian Lutz,"Roth Films, Mir Bahmanyar",
2012,6,PESTE,Barbara Marshall,F,"Following the outbreak of a virus that wipes out the majority of the human population, a teen documents her family’s new life in quarantine and tries to protect her infected sister.",APA,"Debbie Deuble-Hill, Sheryl Petersen",Industry Entertainment,Ava Jamshidi,,IM Global
2012,6,TITANS OF PARK ROW,Mitch Akselrad,M,"Young William Randolph Hearst goes to war against an aging Joseph Pulitzer as each tries to monopolize coverage of a mysterious homicide capturing New York’s imagination, birthing the modern concept of sensationalist media coverage.",CAA,"Matt Rosen, Jacqueline Sacerio",Fourth Floor Productions,Jeff Silver,Langley Park Pictures,
2013,46,"HOLLAND, MICHIGAN",Andrew Sodroski,M,"When a traditional Midwestern woman suspects her husband of infidelity, an amateur investigation unravels.",CAA,"Jon Cassir, John Garvey, Ali Trustman",Principato-Young Entertainment,Peter Dealbert,Le Grisbi Productions,
2013,44,SECTION 6,Aaron Berg,M,"An exploration of the formation of Great Britian’s secret intelligence agency, Military Intelligence, Section 6, known as MI6.",Verve,"Bryan Besser, Adam Levine",Caliber Media,Adam Marshall,"Grey Matter Productions, Marc Platt Productions",Universal
2013,39,FRISCO,Simon Stephenson,M,"A forty-something pediatric allergist, who specializes in hazelnut and is facing a divorce, learns lessons in living from a wise-beyond-her-years terminally ill 15-year-old patient when she crashes his weekend trip to a conference in San Francisco.",UTA,"Peter Dodd, Geoff Morley, Julien Thuan",,,Tom McNulty,
2013,27,A MONSTER CALLS,Patrick Ness,M,"An adolescent boy with a terminally ill single mother begins having visions of a tree monster, who tells him the truths about life in the form of three stories, helping him to eventually cope with his emotions over his dying mom.",Michelle Kass Associates,Michelle Kass,,,,
2013,25,THE SPECIAL PROGRAM,Debora Cahn,F,"The true story of Jack Goldsmith, a young attorney who took charge of the White House’s Office of Legal Counsel, then courageously took on Vice President Cheney and his powerful inner circle when he discovered they were running a number of illegal activities through their so-called Special Program”.",CAA,Craig Brody,,,Spring Creek,The Weinstein Company
2013,24,HOT SUMMER NIGHTS,Elijah Bynum,M,"A teenager’s life spirals out of control when he befriends the town’s rebel, falls in love, and gets entangled in selling drugs over one summer in Cape Cod.",Verve,"Zach Carlisle, Tanya Cohen, Aaron Hart, Adam Levine, Melissa Solomon",Kaplan/Perrone,"Josh Goldenberg, Alex Lerner, Sean Perrone",,
2013,24,SOVEREIGN,"Geoff Tock, Greg Weidman",M,"A man goes to space to destroy the ship that, upon going sentient, killed his wife.",WME,"Daniel Cohan, Solco Schuit",Fourth Floor Productions,"Chris Goble, Jeff Silver",21 Laps Entertainment,
2013,22,SHOVEL BUDDIES,Jason Mark Hellerman,M,"Over 24 hours, four teenage friends try to complete the Shovel List” (a will/bucket list) left for them by their best friend before he died of Leukemia.",CAA,"John Garvey, Ali Trustman",Management 360,"Ali Itri, Dean Schnider",,
2013,20,POX AMERICANA,Frank John Hughes,M,"In the Old West, a group of soldiers go on a mission to slaughter a peaceful tribe in retaliation for another tribe’s attack on a white settlement, only to suffer at the hands of a devastating disease.",UTA,"Peter Dodd, Charles Ferraro",,,Code Entertainment,Code Entertainment
2013,20,REMINISCENCE,Lisa Joy Nolan,F,An archeologist” whose technology allows you to relive your past finds himself abusing his own science to find the missing love of his life.,UTA,"Kassie Evashevski, Keya Khayatian, Julien Thuan",,,,Legendary Entertainment
2013,20,THE INDEPENDENT,Evan Parter,M,"With America’s first viable independent Presidential Candidate poised for victory, an idealistic young journalist uncovers a conspiracy, which places the fate of the election, and the country, in his hands.",Paradigm,Ida Ziniti,Madhouse Entertainment,Ryan Cunningham,,
2013,19,BEAST,Zach Dean,M,"With the hope of starting over, a reformed criminal with an ultra-violent past returns home, but when he finds his own family leading his teenaged son down the same path of destruction, he will stop at nothing to save his child.",UTA,Charles Ferraro,Madhouse Entertainment,Adam Kolbrenner,,
2013,19,THE GOLDEN RECORD,"Aaron Kandell, Jordan Kandell",M,The true story of how Carl Sagan fell in love while leading the wildest mission in NASA history: a golden record to encapsulate the experience of life on earth for advanced extraterrestrial life.,Verve,"Tanya Cohen, Rob Hertling, Adam Levine",Hopscotch Pictures,Sukee Chew,Hopscotch Pictures,
2013,18,FAULTS,Riley Stearns,M,An expert on cults is hired by a mother and father to kidnap and deprogram their brainwashed daughter. He soon begins to suspect the parents may be more destructive than the cult he’s been hired to save her from.,WME,Warren Zavala,Oasis Management Group,Ben Rowe,,
2013,18,SWEETHEART,Jack Stanley,M,A young hitwoman tries to escape the business but finds herself in more danger after a high school reunion and a one-night stand.,CAA,"Jon Cassir, John Garvey, Stuart Marshall",Silent R Management,Jewerl Ross,"Cota Films, Silent R Management",
2013,17,SUPERBRAT,"Eric Slovin, Leo Allen",M,Temperamental tennis champion John McEnroe is sucked into a dangerous and ludicrous law enforcement sting during Wimbledon in 1980.,CAA,"Greg Cavic, Matt Martin, Gregory McKnight",Generate,Kara Welker,Ruby Films,
2013,16,DOGFIGHT,Nicole Riegel,F,"A 15-year-old boy discovers that his kidnapped older brother has been living in a hidden, meth-producing compound, and infiltrates the camp in hopes of helping his brother escape.",CAA,"Matt Martin, Matt Rosen",Anonymous Content,Nicole Romano,,
2013,16,THE CIVILIAN,"Rachel Long, Brian Pittman",F,"After an American doctor has his identity stolen by a covert operative, he must assume the dangerous mission of the one who stole it in order to clear his name.",UTA,"Rames Ishak, Michael Sheresky",Management 360,Scott Carr,,Millennium Films
2013,15,BURN SITE,Doug Simon,M,"After a young teenage girl is murdered, her stepfather falls back on his dark and violent past to find her killer.",Verve,"Aaron Hart, Rob Hertling, Chris Noriega, Melissa Solomon",Generate,Chris Pollack,"Generate, Sourian Productions",
2013,15,QUEEN OF HEARTS,Stephanie Shannon,F,"Oxford instructor Charles Dodgson (Louis Carroll) tells stories to the dean’s daughter Alice, and her sisters, while falling in love with the dean’s wife.",CAA,"JP Evans, Matt Rosen",Brillstein Entertainment Partners,David McIlvain,,Odd Lot Entertainment
2013,14,BROKEN COVE,Declan O’Dwyer,M,"After his brother is found brutally murdered, a man hellbent on revenge returns to his decrepit Irish fishing village home armed only with a mysterious list of names his brother left behind.",WME,"Chris Donnelly, James Farrell, David Karp, Solco Schuit",Energy Entertainment,Brooklyn Weaver,"Energy Entertainment, Thunder Road Productions",
2013,14,GAY KID AND FAT CHICK,Bo Burnham,M,Two high school misfits become costumed vigilantes and take out their frustrations on the students who have bullied them throughout high school.,CAA,"Jason Heyman, Greg McKnight",3 Arts Entertainment,Dave Becky,,Paramount Insurge
2013,13,1969: A SPACE ODYSSEY OR HOW KUBRICK LEARNED TO STOP WORRYING AND LAND ON THE MOON,Stephany Folsom,F,"With NASA’s Apollo program in trouble and the Soviets threatening nuclear war, a female PR operative conspires with NASA’s Public Affairs Office to stage a fake moon landing in case Armstrong and Aldren fail, the goal being to generate public excitement that will aid the U.S. in winning the Cold War. But the op is faced with the biggest challenge of all: Filming the fake lunar landing with temperamental Stanley Kubrick.",,,Kaplan/Perrone,Aaron Kaplan,,
2013,13,AUTOPSY OF JANE DOE,"Richard Naing, Ian Goldberg",M,"A father/son mortician team try to uncover the cause of death on a Jane Doe. The more they uncover, the more mysterious and terrifying their world becomes.","APA, CAA","Mike Goldberg (Niang), Matt Rosen (Goldberg)",New Wave Entertainment,Josh Adler,"42, Imposter Pictures",Goldcrest Films International
2013,13,THE MAYOR OF SHARK CITY,"Nick Creature, Michael Sweeney",M,"When a difficult film shoot spirals hopelessly out of control into a living nightmare, an ambitious young director must face his greatest fears to turn a troubled production into the biggest movie of all time. Set on Martha’s Vineyard during the summer of 1974, this is the untold story of the making of Jaws.",Rothman Brecher,Jim Ehrich,Heroes and Villains Entertainment,"Markus Georg, Mikhail Nayfeld",,
2013,13,WHERE ANGELS DIE,Alexander Felix,M,"A street-tough, white social worker in the slums of Detroit acts on a dangerous and violent personal vendetta when he protects a young girl and her mother from her recently incarcerated, AIDS-infected boyfriend, after he abruptly massacres a seedy strip club in a rage.",CAA,"Matt Martin, Ali Trustman",Energy Entertainment,"Tom Carter, Brooklyn Weaver",Vertigo Entertainment,
2013,12,A BEAUTIFUL DAY IN THE NEIGHBORHOOD,Alexis C. Jolly,F,"Set in 1950s Manhattan, Fred Rogers journeys from a naive young man working for a NBC to the host of the beloved children’s TV show, Mr Rogers’ Neighborhood.",APA,"Adam Perry, Chris Ridenhour",Echo Lake Entertainment,"Zadoc Angell, Dave Brown, James Engle, Amotz Zakai",Treehouse Pictures,Treehouse Pictures
2013,12,INK AND BONE,Zak Olkewicz,M,"When a female book editor visits the home of a horror writer so he can complete his novel, she finds that all of his creations are holding him hostage.",WME,Daniel Cohan,Caliber Media,Will Rowbotham,Prolific,Dimension Films
2013,11,THE BOY AND HIS TIGER,Dan Dollar,M,"The true story of Bill Watterson, the creator of Calvin & Hobbes.",CAA,"Jon Cassir, Ali Trustman",Industry Entertainment,Michael Botti,"Appian Way Productions, Vertigo Entertainment, Romark Entertainment",Warner Bros
2013,11,THE KILLING FLOOR,"Bac Delorme, Stephen Clarke",B,A war veteran slaughterhouse worker and his friend discover a small fortune in heroin hidden inside a processed cow and maneuver to hold onto their find and cash out to save his grandfather’s house as the bad guys come looking for their wayward stash.,WME,David Karp,Fourth Floor Productions,Jeff Silver,Le Grisbi Productions,
2013,10,I’M PROUD OF YOU,"Noah Harpster, Micah Fitzerman-Blue",M,"Based on Tim Madigan’s autobiographical novel of the same name. A journalist looking for a story about television’s role in the Columbine tragedy interviews TV’s Mr Rogers and, as a friendship develops between the two, he finds himself confronting his own issues at home.",UTA,"Jon Huddle, Keya Khayatian",Kaplan/Perrone,Alex Lerner,Big Beach Productions,Youree Henley
2013,10,SEED,Christina Hodson,F,"After suffering a devastating miscarriage a young woman and her fiance travel to Italy where she meets his family for the first time, but her grief turns to shock when the local doctor declares that she’s still pregnant. And while her fiance and his family seem delighted by the news, she begins to suspect their true motives are quiet sinister.",CAA,"Jay Baker, Matt Rosen",Kaplan/Perrone,Tobin Babst,"The Safran Company, Temple Hill Entertainment",
2013,10,THE COMPANY MAN,Andrew Cypiot,M,"Based on true events. CIA agent Edwin Wilson went behind enemy lines to secure weapons contracts and report information back to the CIA shortly after the Cold War. He had a meteoric rise until company policies changed and he was unceremoniously fired, but he continued to operate as a man without a country and became public enemy number one in the U.S. Attorney’s office.",Verve,"Rob Herting, Adam Weinstein",,,"Sourian Productions, Josh Kazdan",
2013,10,THE SHARK IS NOT WORKING,Richard Cordiner,M,"When his big break finally arrives, an idealistic young movie director, Steven Spielberg, risks failing to complete the movie Jaws when his 25-foot mechanical shark stops working.",Verve,"Rob Herting, Adam Weinstein",Kaplan/Perrone,"Aaron Kaplan, Sean Perrone",,
2013,9,THE CROWN,Max Hurwitz,M,"In exchange for a lighter prison sentence, a young hacker goes undercover for the FBI in a sting operation to find and steal a super computer virus with the help of a team of unsuspecting hacker.",CAA,"Jon Cassir, Jacqueline Sacerio",Fourth Floor Productions,Jeff Silver,Start Motion Pictures,Start Motion Pictures
2013,9,DIABLO RUN,"Shea Mirzai, Evan Mirzai",B,"While on a road trip to Mexico, two best friends are forced to enter a thousand-mile death race with no rules.",Resolution,"Remington Franklin, Martin Spencer",,,Atmosphere Entertainment,
2013,9,RANDLE IS BENIGN,Damien Ober,M,"Follows a woman in the ’80s who works at an IBM-like company and is at the forefront of national intelligence research. When her project (named RANDLE) hits a major milestone indicating that she may have actually achieved AI, it is unexpectedly hijacked by the agenda of the company’s mysterious CEO. As she dives deeper into the corporate agenda, she learns that there may be a connection between her project and the 1981 assassination attempt on Ronald Reagan.",WME,"Simon Faber, Solco Schuit",Echo Lake Entertainment,"Zadoc Angell, Dave Brown, James Engle",Echo Lake Entertainment,Echo Lake Entertainment
2013,9,TCHAIKOVSKY’S REQUIEM,Jonathan Stokes,M,A conductor investigates the great composer’s seemingly unnatural death and unlocks the mysteries of the man himself while preparing to debut Tchaikovsky’s final symphony.,UTA,"Ramses Ishak, Geoff Morely, Michael Sheresky",Management SGC,Scott Carr,,
2013,8,LINE OF DUTY,Cory Miller,M,"Macbeth meets The Departed in the modern retelling of Shakespeare’s play, focusing on the tragic rise and fall of NYPD officer Sean Stewart, a heroic narcotics detective pushed to the dark side of police corruption by his scheming wife and a well-timed prophecy.",APA,"Adam Perry, Chris Ridenhour",Luber Roklin Management,Bryan Brucks,"Bedford Falls, Jim Belushi, Luber Roklin Entertainment",Lotus Entertainment
2013,8,INQUEST,Josh Simon,M,"After the death of Princess Diana, a reluctant investigator is hired to ascertain whether her death was premeditated. And in the process, he begins to uncover a conspiracy that compromises his own safely.",WME,Mike Esola,Apostle Pictures,George Heller,Start Motion Pictures,Start Motion Pictures
2013,8,CAPSULE,Ian Shorr,M,A young man’s life is turned upside down when he mysteriously begins to receive metallic capsules containing messages from his future self.,UTA,Charles Ferraro,Mosaic,Langley Perer,Hutch Parker Entertainment,Fox
2013,8,FULLY WRECKED,"Jake Morse, Scott Wolman",M,"An R-rated talking car from the ’80s is brought back into service and teamed up with the son of his former partner, a befuddled cop looking to earn his stripes.",,,Kaplan/Perrone,Josh Goldenberg,Hurwitz & Schlossberg Productions,
2013,8,SPOTLIGHT,"Josh Singer, Tom McCarthy",M,The true-life account of the Boston Globe’s breaking of the Catholic priest scandal in 2003.,"Gersh, WME ","Rhonda Price (McCarthy), Ari Greenberg (Singer)",Anonymous Content (Singer),Michael Sugar (Singer),Anonymous Content,
2013,8,EXTINCTION,Spenser Cohen,M,A man must do everything he can to save his family from an alien invasion.,WME,Solco Schuit,Energy Entertainment,Brooklyn Weaver,Mandeville Films,Good Universe
2013,8,REVELATION,Hernany Perla,M,"A prison psychiatrist meets a death row inmate on the verge of his execution who claims to be the only thing stopping the end of the world. As she begins to investigate his predictions, she finds them to be eerily accurate, and that she may be a central figure in the events to come.",Original Artists,Chris Sablan,Madhouse Entertainment,Ryan Cunningham,Circle Of Confusion,Lotus Entertainment
2013,8,ELSEWHERE,"Mikki Daughtry, Tobias Iaconis",M,"After his girlfriend dies in a car accident, a man finds his true soulmate, only to wake from a coma to learn his perfect life was just a dream — one he is determined to make real.",Paradigm,David Boxerbaum,Madhouse Entertainment,Adam Kolbrenner,Madhouse Entertainment,
2013,8,CLARITY,"Ryan Belenzon, Jeffrey Gelber",M,What if a world woke up tomorrow to scientific proof of the afterlife?,Paradigm,"Nick LoPiccolo, Ida Ziniti",Fourth Floor Productions,Jeff Silver,Bona Fide Productions,
2013,8,THE POLITICIAN,"Matthew Bass, Theodore Bressman",M,"A disgraced governor and his underachieving accomplice go on the run from the FBI, U.S. Marshals and a gang of hardened drug dealers.",WME,"Rich Cook, Solco Schuit","Circle of Confusion (Bass), Principato-Young Entertainment (Bressman)","Julian Rosenberg (Bass), Peter Principato (Bressman)","The Mark Gordon Company, Point Grey Pictures",Sony
2013,8,AMERICAN SNIPER,Jason Dean Hall,M,Based on Chris Kyle’s autobiography American Sniper: The Autobiography of the Most Lethal Sniper In U.S. Military History.,CAA,Jay Baker,Management 360,Dan Friedman,"22nd & Indiana, Mad Chance Productions",Warner Bros
2013,8,THE LINE,Sang Kyu Kim,M,A corrupt bordercrossing agent must decide what is more important — saving his soul or inflating his bank account — when he discovers a young illegal boy who escaped a cartel hit on the border between the U.S. and Mexico.,CAA,Matt Rosen,,,42,
2013,8,HALF HEARD IN THE STILLNESS,David Weil,M,"A young man, who is inadvertently rescued after living 10 years in the basement of the child predator who abducted him, struggles to reunite with his family, while the detective in charge of his case investigates the link between his discovery and the recent disappearance of another local boy.",Gersh,Carlos Gonzalez,Unified Management,Jesse Moresco,Rebecca Eskreis,
2013,8,TIME & TEMPERATURE,Nick Santora,M,"Based on a true story, Dale Julin (a low-level Fresno affiliate morning show host) stumbles upon the biggest story of his life — and though he has reached the midpoint of his career without ever being a real journalist” — risks his safety and his marriage to uncover the truth that a small atomic bomb exploded in Central Valley, California, during the Korean War — a secret that has been hidden for decades.",WME,Jason Spitz,The Gotham Group,"Jeremy Bell, Stephan Iwanyk, Lindsay Williams",,
2013,8,CAKE,Patrick Tobin,M,A woman who’s been suffering from chronic pain since the car accident that cost the life of her child finds the will to go on from the most unexpected places.,WME,"Adriana Alberghetti, Kimberly Bialek",,,Ben Barnz,
2013,7,PURE O,Kate Trefry,F,"In order to overcome violent visions brought on by OCD, a promising young writer is urged by family and friends to step outside her comfort zone to experience the excitement and vulnerability of truly living.",,,Caliber Media,Lee Stobby,,
2013,7,THE END OF THE TOUR,Donald Margulies,M,"Upon hearing of David Foster Wallace’s suicide, writer David Lipsky recalls his 1996 interview with him.",WME,"Kimberly Bialek, David Lubliner",Anonymous Content,David Kanter,Anonymous Content,
2013,7,NICHOLAS,Leo Sardarian,M,"With the Roman Empire on the brink of collapse, a fourth century bishop takes up arms to lead the armies of Constantine the Great into battle against the ruthless emperor, changing the face of Rome and begetting one of the greatest legends in history.",APA,"Adam Perry, Chris Ridenhour",Management 360,"Ali Itri, Adam Riback",Level 1 Entertainment,
2013,7,MAN OF SORROW,Neville Kiser,M,"Based on true events, the story centers on Oscar Wilde who goes from renowned playwright to losing everything personally and professionally.",,,Principato-Young Entertainment,Peter Dealbert,,
2013,7,DIG,Adam Barker,M,"After his villainous father-in-law kidnaps his daughters, Sol, a tough-as-nails mountain man, travels across the frigid Appalachian mountains seeking vengeance.",ICM,Lars Theriot,Industry Entertainment,Michael Botti,Industry Entertainment,
2013,7,THE FIXER,Bill Kennedy,M,"A man who works in wealth management, and also has his hands in a number of less than ethical enterprises, begins collaborating with a Los Angeles-based drug dealer. The dealer just so happens to have the man’s son as one of his runners in the drug-fueled LA nightlife.",WME,Daniel Cohan,Kaplan/Perrone,Josh Goldenberg,,
2013,7,SUGAR IN MY VEINS,Barbara Stepansky,F,A 14-year-old female prodigy finds companionship for the first time when she befriends a handsome older man.,ICM,"Cullen Conly, Kathleen Remington",HertzbergMedia,Alex Hertzberg,,
2013,7,SEA OF TREES,Chris Sparling,M,"An American man takes a journey into the infamous Suicide Forest” at the foothills of Mount Fuji with the intention of taking his own life. When he is interrupted by a Japanese man who has had second thoughts about his own suicide, and is trying to find his way out of the forest, the two begin a journey of reflection and survival.",UTA,Charles Ferraro,Kaplan/Perrone,Aaron Kaplan,Gil Netter Productions,
2013,7,MAKE A WISH,Zach Frankel,M,A 14-year-old boy with terminal cancer has one last wish — to lose his virginity — and convinces his reluctant football star Make-A-Wish partner to help him score.,WME,"Ryan Feldman, Solco Schuit, Sarah Self",Untitled Entertainment,"Ben Curtis, Jason Newman, Jason Weinberg","Inspire Entertainment, State Street Pictures",
2013,6,BURY THE LEAD,Justin Kremer,M,"A desperate, attention-hungry journalist concocts a story that ironically proves to be true and finds himself engulfed in a dangerous underworld of murder and mayhem.",CAA,"Jon Cassir, Matt Rosen, Ali Trustman",Madhouse Entertainment,Adam Kolbrenner,,
2013,6,FROM HERE TO ALBION,"Rory Haines, Sohrab Noshirvani",M,"A tragic accident in a coastal English town sets off a chain of violence when a malevolent assassin attempts to punish all involved, including a dirty cop who is intent on covering up the truth.",UTA,"Carolyn Sivitz, Melissa Wells",Oasis Media Group,Ben Rowe,Participant Media,Participant Media
2013,6,FREE BYRD,Jon Boyer,M,"After being diagnosed with dementia, a retired fiftysomething stunt motorcyclist sets out to perform one last jump.",WME,"David Karp, Phil Raskind",Zero Gravity,Eric Williams,Gil Netter Productions,
2013,6,BEAUTY QUEEN,Annie Neal,F,An unhappily married woman and her best friend go on a road trip to Las Vegas to compete in the Miss Married America competition.,Paradigm,"Chris Smith, Ida Ziniti",Benderspink,"Daniel Yang, Jake Wagner",,
2013,6,THE REMAINS,Meaghan Oppenheimer,F,Three former childhood friends with a complicated history get back together to spread the ashes of their friend who recently died.,CAA,"Rowena Arguelles, Melissa Wells",Underground,Evan Silverberg,,
2013,6,LAST MINUTE MAIDS,Leo Nichols,M,Two lovable losers run into trouble after they start a service cleaning up the stuff you don’t want your loved ones to find once you die.,,,Benderspink,Jake Wagner,,
2013,6,PAN,Jason Fuchs,M,"A prequel to JM Barrie’s Peter Pan. When an orphan is taken to the magical world of Neverland, he becomes a hero to the natives and leads a revolt against the evil pirates.",WME,"Simon Farber, Phil Raskind",Brookside Artist Management,,Berlanti Productions,Warner Bros
2013,6,DUDE,Olivia Milch,F,"The story of four best girlfriends who must learn how to move forward without moving on, as they come down off their high” of high school in this Fast Times-esque” teenage comedy.",ICM,"John Burnham, Brian Diperstein",Mosaic,"Jimmy Miller, Langley Perer",,
2013,6,PATIENT Z,Michael Le,M,"In a post-apocalyptic world full of zombies, a man who speaks their language questions the undead in order to find a cure for his infected wife.",APA,David Saunders,Hung Entertainment Group,Jonathan Hung,Vincent Newman Entertainment,Screen Gems
2013,6,MISSISSIPPI MUD,Elijah Bynum,M,"In the middle of major financial problems, a down on his luck Southerner’s life begins to unravel when he accidentally runs over and kills a runaway girl.",Verve,"Zach Carlisle, Tanya Cohen, Aaron Hart, Adam Levine, Melissa Solomon",Kaplan/Perrone,"Josh Goldenberg, Alex Lerner, Sean Perrone",Darko Entertainment,
2014,51,CATHERINE THE GREAT,Kristina Lauren Anderson,F,"Sophia Augusta takes control of her life, her marriage, andher kingdom becoming Russia’s most celebrated and beloved monarch: Catherine the Great.",Verve,"Tanya Cohen, Bill Weinstein",The Schiff Company,Michael Diamond,Atlas Entertainment,
2014,38,ROCKINGHAM,Adam Morrison,M,"A look into the mania of the OJ Simpson trial, through the eyes of Simpson’s sports agent Mike Gilbert and Los Angeles Police Department Detective Mark Fuhrman.",WME,"Phil D’Amecourt, Solco Schuit",Jeremy Platt Management,Jeremy Platt,,
2014,35,THE SWIMSUIT ISSUE,Randall Green,M,"A nerdy high schooler, who fancies himself an amateur photographer, attempts to create a Swimsuit Issue” featuring his high school classmates in hopes of raising enough money to go to summer camp.",UTA,"Amanda Hymson, Blair Kohan",Apostle Pictures,George Heller,,
2014,34,THE BABYSITTER,Brian Duffield,M,"A lonely twelve year old boy in love with his babysitter discovers some hard truths about life, love, and murder.",Gersh,"Bob Hohman, Bayard Maybank",Circle of Confusion,"Zach Cox, Noah Rosen, David Engel",Wonderland Sound and Vision,Wonderland Sound and Vision
2014,32,ROTHCHILD,John Patton Ford,M,"A young, well-educated loner kills the members of his mother’s estranged family one-by-one in hopes that he will inherit the family’s vast fortune.",UTA,"Jenny Maryasis, Steve Rabineau",Black Box Management,"Mike Dill, Lowell Shapiro",Black Box Management,Voltage
2014,30,THE WALL,Dwain Worrell,M,"A sniper and his spotter must kill and avoid being killed, separated from an enemy sniper by only a 16x6ft prayer wall.",CAA,"Jon Cassir, Rob Herting, Joe Mann",Madhouse Entertainment,Adam Kolbrenner,Amazon Studios,Amazon
2014,25,THE CASCADE,Kieran Fitzgerald,M,"Based on the documentary style film The Day Britain Stopped” directed by Gabriel Range, an oil tanker collides with an Iranian patrol boat in the Strait of Hormuz, triggering a chain of tragic disastrous events.",WME,"Ryan Feldman, Stuart Manashil",,,"Film Rites, Scott Free Productions",20th Century Fox
